数据集ID,数据资源名称,数据领域,数据资源提供部门,数据资源类型,开放属性,更新频率,ActualUse_type_percentile,PotentialUse_CRITIC_percentile,DormantScore_rule,ExpectedUse_model_percentile,DormantScore_model,topic_public_value_score,semantic_clarity_score,data_richness_score,machine_readability_score,timeliness_score,spatiotemporal_capability_score,combinability_score,detail_url
O1928138382025336,杨浦区违法搭建受理处置,城市建设,上海市杨浦区人民政府,数据接口,有条件开放,每天,0.3703213995117982,0.8780794632561065,0.5077580637443083,0.4884159765174546,0.1180945770056564,0.7208333333333333,0.6189975247524753,0.6783880908699039,0.42,0.9652987421383648,0.975,0.6953217090194997,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025336&&companyFlag=0
O1928138392025611,普陀区社区老年助餐服务场所组织架构信息,民生服务,上海市普陀区人民政府,数据产品,无条件开放,每年,0.2000216356555603,0.7063633504560226,0.5063417148004623,0.2644931334521438,0.0644714977965835,0.8374999999999999,0.7100041254125412,0.271041286446566,1.0,0.3920235849056604,0.475,0.6446910064281653,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138392025611&&companyFlag=0
O1928138382025884,青浦区居民大肠癌筛查进度报表,卫生健康,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3220097640358014,0.8268162281161547,0.5048064640803533,0.4657720935108502,0.1437623294750488,0.7958333333333333,0.775,0.502843108630342,0.42,0.9652987421383648,0.7749999999999999,0.6749303350701553,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025884&&companyFlag=0
O1928138382025937,青浦区赵巷镇高新技术企业名单,经济建设,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3813059397884459,0.8803857846734459,0.4990798448849999,0.4857951567250236,0.1044892169365777,0.8083333333333335,0.8084158415841585,0.407610013021424,0.42,0.9652987421383648,0.975,0.6716284103177106,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025937&&companyFlag=0
O1928138382025335,杨浦区门体探测传感器日志表,城市建设,上海市杨浦区人民政府,数据接口,有条件开放,每天,0.3813059397884459,0.8775552992976203,0.4962493595091744,0.5022539050214907,0.1209479652330448,0.6791666666666666,0.6217615511551154,0.9259388212601718,0.42,0.9652987421383648,0.7749999999999999,0.6886486566218912,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025335&&companyFlag=0
O1928138382025104,宝山区对户外广告设施设置或者宣传品、标语的张贴、悬挂的许可信息,资源环境,上海市宝山区人民政府,数据产品,无条件开放,不定期更新,0.3001947209000433,0.7956808889820736,0.4954861680820303,0.4552888143411259,0.1550940934410826,0.6791666666666666,0.7883663366336634,0.2748995072585548,1.0,0.3386635220125786,0.7749999999999999,0.4717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138382025104&&companyFlag=0
O6344680892025004,上海市用水指标,城市建设,上海市水务局,数据接口,无条件开放,每年,0.4114117168429617,0.906384317014362,0.4949726001714003,0.5341230736974526,0.1227113568544909,0.6375,0.5204001650165017,0.4400737918415774,1.0,0.6094811320754717,0.7849999999999999,0.8236345953963119,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O6344680892025004&&companyFlag=0
O1928138382025885,青浦区警医联动信息,公共安全,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3001423921887713,0.794108397106615,0.4939660049178436,0.4840129992661705,0.1838706070773991,0.8416666666666667,0.7729166666666666,0.405792382925431,0.42,0.9652987421383648,0.7749999999999999,0.6553102560373211,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025885&&companyFlag=0
O5915184212025097,浦东新区企业授权外观设计专利数量统计,经济建设,上海市浦东新区人民政府,数据产品,无条件开放,每年,0.3724578104716572,0.8645560331271622,0.4920982226555049,0.4367334102107139,0.0642755997390567,0.7250000000000001,0.6614686468646864,0.4026542665826593,1.0,0.4003616352201258,0.7749999999999999,0.6599254361849097,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O5915184212025097&&companyFlag=0
14365,徐汇区两翼一体企业名录_居民服务、修理和其他服务业,社保就业,上海市徐汇区人民政府,数据产品,无条件开放,每年,0.4178926871484206,0.9093196351818847,0.4914269480334642,0.4964881014781424,0.0785954143297217,0.8,0.8833952145214521,0.3890607136409429,1.0,0.4113679245283019,0.7749999999999999,0.4717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=14365&&companyFlag=0
O5915184212025095,浦东新区企业授权实用新型专利数量统计,经济建设,上海市浦东新区人民政府,数据产品,无条件开放,每年,0.3827347468628299,0.8717894957542719,0.4890547488914419,0.4508858370898417,0.0681510902270118,0.7250000000000001,0.6614686468646864,0.4332037232811627,1.0,0.4003616352201258,0.7749999999999999,0.6599254361849097,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O5915184212025095&&companyFlag=0
O1928138402025019,闵行区新虹街道城市体征服务单状态信息,民生服务,上海市闵行区人民政府,数据接口,无条件开放,不定期更新,0.3533360455655004,0.8391864975364294,0.4858504519709289,0.4659817590942446,0.1126457135287442,0.9208333333333332,0.7911716171617161,0.6692771026271034,0.42,0.5752987421383647,0.975,0.7482446209083267,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138402025019&&companyFlag=0
O0210151442025002,公路水路交通固定资产投资完成情况,道路交通,上海市交通委员会,数据产品,无条件开放,每月,0.37559498052791,0.8614110493762449,0.4858160688483349,0.4979557605619037,0.1223607800339937,0.6791666666666666,0.7708333333333334,0.3371821849672803,1.0,0.5997641509433963,0.485,0.6751598659416539,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O0210151442025002&&companyFlag=0
O1928138382025915,青浦区老年综合津贴发放情况,民生服务,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3335028478437754,0.8176957752384946,0.4841929273947191,0.4571758045916763,0.1236729567479009,0.7541666666666665,0.7395833333333334,0.5419191420712646,0.42,0.9652987421383648,0.7749999999999999,0.685898205117566,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025915&&companyFlag=0
O5915184132025199,光明食品集团蛋鸡项目配套鸡粪处理中心项目财务决算批复表,民生服务,上海市大数据中心,数据产品,无条件开放,静态数据,0.2199264387710947,0.703952196246986,0.4840257574758912,0.3325296152636545,0.1126031764925598,0.7541666666666665,0.8022277227722773,0.310292225919043,1.0,0.2472877358490566,0.585,0.5707344361146203,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O5915184132025199&&companyFlag=0
O1928138382025791,青浦区农村公益事业建设一事一议项目实施计划表,农业农村,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3623881204231082,0.8422266484956494,0.4798385280725412,0.4991089212705734,0.1367208008474652,0.7291666666666666,0.8806105610561056,0.4444471664241415,0.42,0.9652987421383648,0.7749999999999999,0.68081306162168,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025791&&companyFlag=0
O1928138382025880,青浦区机关运行经费林业站年度决算表,城市建设,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3001423921887713,0.7789076423105147,0.4787652501217433,0.4600062899675018,0.1598638977787305,0.7208333333333333,0.80625,0.407610013021424,0.42,0.9652987421383648,0.7749999999999999,0.6507503977060424,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025880&&companyFlag=0
O1928138382025904,青浦区执业医师定期考核合格人员信息,卫生健康,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3533360455655004,0.8319530349093196,0.4786169893438192,0.4779326973477303,0.1245966517822299,0.9208333333333332,0.8327351485148515,0.3873123784382762,0.42,0.9652987421383648,0.7749999999999999,0.645559712773185,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025904&&companyFlag=0
O1928138422025071,松江区城镇低保发放名册,民生服务,上海市松江区人民政府,数据接口,有条件开放,每天,0.3220097640358014,0.792850403606248,0.4708406395704466,0.3850508439039731,0.0630410798681717,0.8791666666666665,0.5858292079207921,0.6288493753690244,0.42,0.7242610062893081,0.975,0.773634595396312,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138422025071&&companyFlag=0
O1928138382025959,青浦区住房保障申请信息,民生服务,上海市青浦区人民政府,数据接口,有条件开放,每天,0.2798006509357201,0.7468288080511584,0.4670281571154382,0.4645141000104832,0.1847134490747631,0.8374999999999999,0.7652846534653465,0.3873123784382762,0.42,0.9652987421383648,0.7749999999999999,0.5664377253848533,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025959&&companyFlag=0
O1928138382025919,青浦区养老机构等级评审情况_不含长照,民生服务,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3858828315703824,0.8508229374148234,0.4649401058444409,0.4492085124226858,0.0633256808523034,0.8791666666666665,0.832013201320132,0.4531180856628659,0.42,0.9652987421383648,0.7749999999999999,0.6663866786394204,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025919&&companyFlag=0
O6344680882025002,消防技术服务机构基本信息,公共安全,上海市消防救援总队,数据产品,无条件开放,不定期更新,0.4184335785374297,0.882167942132299,0.4637343635948693,0.5144145088583709,0.0959809303209412,0.7166666666666667,0.6390676567656767,0.5474598299015119,1.0,0.3452672955974842,0.7849999999999999,0.6889762886636283,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O6344680882025002&&companyFlag=0
O5915184142025233,上海市定点医药机构医疗保障基金监管信用管理评价指标,卫生健康,上海市大数据中心,数据产品,无条件开放,不定期更新,0.2497836434443963,0.7120243212076738,0.4622406777632774,0.3308522905964985,0.0810686471521022,0.8374999999999999,0.9111179867986798,0.3418885121707961,1.0,0.3474685534591195,0.285,0.565717297572786,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O5915184142025233&&companyFlag=0
O1928138382025894,青浦区四区社区卫生服务人员素质,卫生健康,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3106183889340927,0.7694726910577628,0.45885430212367,0.4799245203899779,0.1693061314558852,0.7958333333333333,0.7854166666666667,0.3743905551320985,0.42,0.9652987421383648,0.7749999999999999,0.645559712773185,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025894&&companyFlag=0
O1928138382025078,宝山区民办非企业单位登记信息,民生服务,上海市宝山区人民政府,数据产品,无条件开放,不定期更新,0.3150151449588922,0.771254848516616,0.4562397035577237,0.4211133242478247,0.1060981792889325,0.8374999999999999,0.6995049504950495,0.2460807006165591,1.0,0.3386635220125786,0.7749999999999999,0.4717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138382025078&&companyFlag=0
O1928138382025092,宝山区河道管理范围内建设项目施工方案的审核信息,城市建设,上海市宝山区人民政府,数据产品,无条件开放,不定期更新,0.332323669407183,0.7880280951881748,0.4557044257809918,0.421218157039522,0.0888944876323389,0.7208333333333333,0.7751856435643565,0.2544051664699793,1.0,0.3386635220125786,0.7749999999999999,0.4717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138382025092&&companyFlag=0
O1928138382025906,青浦区四区社区卫生服务机构布局及资源投入,卫生健康,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3764239218877135,0.8318482021176223,0.4554242802299088,0.4783520285145193,0.1019281066268058,0.8374999999999999,0.8624999999999999,0.3946881897152463,0.42,0.9652987421383648,0.7749999999999999,0.6507503977060424,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025906&&companyFlag=0
O1928138382025877,青浦区户外门牌招牌信息业务表,民生服务,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3813059397884459,0.8362511793689066,0.4549452395804607,0.4746828808051158,0.0933769410166699,0.8374999999999999,0.7584158415841584,0.5253896367887458,0.42,0.9652987421383648,0.7749999999999999,0.6785692471281632,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025877&&companyFlag=0
O1928138382025255,杨浦区智慧工地工地信息表,城市建设,上海市杨浦区人民政府,数据接口,有条件开放,每天,0.3623881204231082,0.8149701226543663,0.4525820022312581,0.479505189223189,0.1171170688000808,0.7625,0.6717409240924092,0.6928438728608217,0.42,0.7297641509433962,0.975,0.6904525530512229,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025255&&companyFlag=0
O1928138382025093,宝山区核技术利用单位的辐射安全许可信息,公共安全,上海市宝山区人民政府,数据产品,无条件开放,不定期更新,0.3502812635222847,0.8025998532340917,0.4523185897118069,0.4325400985428242,0.0822588350205394,0.8,0.7619843234323432,0.2586373773966686,1.0,0.3386635220125786,0.7749999999999999,0.4717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138382025093&&companyFlag=0
O1928138382025109,宝山区挖掘城市道路许可信息,城市建设,上海市宝山区人民政府,数据产品,无条件开放,不定期更新,0.3101471224578104,0.7606667365551945,0.450519614097384,0.4090575532026418,0.0989104307448314,0.7625,0.6890882838283827,0.2838870947504334,1.0,0.3386635220125786,0.7749999999999999,0.4717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138382025109&&companyFlag=0
O1928138382025106,宝山区建设项目竣工规划资源验收信息,城市建设,上海市宝山区人民政府,数据产品,无条件开放,不定期更新,0.3101471224578104,0.7599329070133137,0.4497857845555033,0.4154523534961736,0.1053052310383632,0.7208333333333333,0.709220297029703,0.2812673457655428,1.0,0.3386635220125786,0.7749999999999999,0.4717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138382025106&&companyFlag=0
O5915184212025020,浦东新区农村睦邻点,民生服务,上海市浦东新区人民政府,数据产品,无条件开放,每年,0.3128515794028559,0.7615053988887724,0.4486538194859165,0.4546598175909424,0.1418082381880865,0.7541666666666665,0.462273102310231,0.2145580135266089,1.0,0.4003616352201258,0.975,0.5717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O5915184212025020&&companyFlag=0
O8062667812025036,上海金融创新项目信息,经济建设,中共上海市委金融委员会办公室,数据接口,无条件开放,每年,0.4337876322213181,0.8814341125904183,0.4476464803691001,0.4975364293951148,0.0637487971737966,0.6833333333333335,0.5704620462046205,0.4932314813392088,1.0,0.3992610062893082,0.7849999999999999,0.8236345953963119,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O8062667812025036&&companyFlag=0
O1928138382025085,宝山区建设项目环境影响评价文件的审批信息,资源环境,上海市宝山区人民政府,数据产品,无条件开放,不定期更新,0.3484422327996538,0.7947373938567984,0.4462951610571446,0.4545549847992452,0.1061127519995914,0.7625,0.7654702970297029,0.2525667925425494,1.0,0.3386635220125786,0.7749999999999999,0.4717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138382025085&&companyFlag=0
13861,闵行区新虹居委网格力量信息表,城市建设,上海市闵行区人民政府,数据接口,有条件开放,每天,0.4192432872253865,0.8625642100849146,0.443320922859528,0.4885208093091519,0.0692775220837654,0.7208333333333333,0.677970297029703,0.4958958069797236,0.42,0.9652987421383648,0.975,0.7647528244061891,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=13861&&companyFlag=0
1128,污染因子基本信息,公共安全,上海市生态环境局,数据产品,有条件开放,每天,0.4720900043271311,0.9150854387252332,0.4429954343981022,0.7391760142572597,0.2670860099301285,0.675,0.4337871287128713,0.5321102020205474,0.8300000000000001,0.9553930817610062,0.7849999999999999,0.7303252830164407,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=1128&&companyFlag=0
O1928138382025895,青浦区四区社区卫生服务中心床位设置,卫生健康,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3764239218877135,0.819163434322256,0.4427395124345424,0.4801341859733725,0.1037102640856589,0.8374999999999999,0.8312499999999999,0.401464466233508,0.42,0.9652987421383648,0.7749999999999999,0.6507503977060424,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025895&&companyFlag=0
O1928138382025758,青浦区区级智能工厂,经济建设,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3001423921887713,0.7411678372995073,0.4410254451107359,0.4890449732676381,0.1889025810788668,0.6833333333333335,0.7021245874587458,0.4794891138417474,0.42,0.9652987421383648,0.7749999999999999,0.67229256963487,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025758&&companyFlag=0
O1928138382025905,青浦区四区社区卫生服务中心重点人群健康管理,卫生健康,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3909682668836452,0.8280742216165217,0.4371059547328764,0.5018345738547018,0.1108663069710565,0.8374999999999999,0.8729166666666666,0.3743905551320985,0.42,0.9652987421383648,0.7749999999999999,0.645559712773185,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025905&&companyFlag=0
O1928138422025073,松江区公办幼儿园收费单位名单及信息,教育科技,上海市松江区人民政府,数据接口,有条件开放,每天,0.3335028478437754,0.7703113533913408,0.4368085055475654,0.4224761505398888,0.0889733026961134,0.6833333333333335,0.612190594059406,0.6466884253778007,0.42,0.7242610062893081,0.975,0.8019170626737462,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138422025073&&companyFlag=0
O1928138422025227,松江区统计月报金融机构存贷款余额,经济建设,上海市松江区人民政府,数据产品,无条件开放,每年,0.3539593249675465,0.789810252647028,0.4358509276794814,0.4896739700178216,0.135714645050275,0.6000000000000001,0.5691006600660066,0.6746365428424181,1.0,0.4124685534591195,0.475,0.7127174608824353,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138422025227&&companyFlag=0
O1928138382025910,青浦区村居委会基本情况,民生服务,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3764239218877135,0.8103574798196876,0.4339335579319741,0.4914561274766747,0.1150322055889612,0.8374999999999999,0.7687499999999999,0.4665479878786906,0.42,0.9652987421383648,0.7749999999999999,0.6426680765959939,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025910&&companyFlag=0
O1928138422025086,松江区生态环境局执法大队双随机一公开执法检查情况,资源环境,上海市松江区人民政府,数据接口,有条件开放,每天,0.3220097640358014,0.7556347625537269,0.4336249985179254,0.3964776181989726,0.0744678541631712,0.7625,0.7586221122112211,0.6919955739017226,0.42,0.7242610062893081,0.7749999999999999,0.673634595396312,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138422025086&&companyFlag=0
O1928138382025865,青浦区艾滋病咨询检测,民生服务,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3001423921887713,0.7304748925463885,0.4303325003576171,0.5061327183142887,0.2059903261255174,0.8791666666666665,0.7278877887788778,0.3360120548780507,0.42,0.9652987421383648,0.7749999999999999,0.6323567359531127,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025865&&companyFlag=0
O1928138382025097,宝山区对建设项目配套绿化方案的意见征询信息,城市建设,上海市宝山区人民政府,数据产品,无条件开放,不定期更新,0.3502812635222847,0.7796414718523954,0.4293602083301107,0.4189118356221826,0.0686305720998978,0.7208333333333333,0.7508869636963696,0.2670264735872557,1.0,0.3386635220125786,0.7749999999999999,0.4717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138382025097&&companyFlag=0
O1928138382025080,宝山区对建设项目配套绿化的竣工验收信息,城市建设,上海市宝山区人民政府,数据产品,无条件开放,不定期更新,0.3264820424058849,0.752699444386204,0.426217401980319,0.4088478876192473,0.0823658452133623,0.7208333333333333,0.7231229372937293,0.2499412280401422,1.0,0.3386635220125786,0.7749999999999999,0.4717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138382025080&&companyFlag=0
O1928138382025874,青浦区广告信息业务表,文化休闲,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3220097640358014,0.7447321522172136,0.4227223881814121,0.4514100010483279,0.1294002370125265,0.5333333333333333,0.6917491749174918,0.5755403036184614,0.42,0.9652987421383648,0.7749999999999999,0.6912114265694904,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025874&&companyFlag=0
1384,徐汇区养老机构设立信息,民生服务,上海市徐汇区人民政府办公室,数据产品,无条件开放,每年,0.4961055819991345,0.9182304224761504,0.4221248404770159,0.7392808470489569,0.2431752650498224,0.9208333333333332,0.7806311881188119,0.3185342776587364,1.0,0.4113679245283019,0.7749999999999999,0.7448392849611177,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=1384&&companyFlag=0
O1928138382025110,宝山区建设项目规划土地意见书信息,城市建设,上海市宝山区人民政府,数据产品,无条件开放,不定期更新,0.3307009952401558,0.7509172869273508,0.420216291687195,0.4149281895376874,0.0842271942975316,0.7208333333333333,0.6918729372937293,0.2864763457444523,1.0,0.3386635220125786,0.7749999999999999,0.4717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138382025110&&companyFlag=0
O1928138382025914,青浦区康复辅具租赁点名单,民生服务,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3335028478437754,0.7533284411363874,0.419825593292612,0.467868749344795,0.1343659015010196,0.7541666666666665,0.7291666666666666,0.4336917854003215,0.42,0.9652987421383648,0.7749999999999999,0.6573981668762109,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025914&&companyFlag=0
