数据集ID,数据资源名称,数据领域,数据资源提供部门,数据资源类型,开放属性,更新频率,ActualUse_type_percentile,PotentialUse_CRITIC_percentile,DormantScore_rule,ExpectedUse_model_percentile,DormantScore_model,topic_public_value_score,semantic_clarity_score,data_richness_score,machine_readability_score,timeliness_score,spatiotemporal_capability_score,combinability_score,detail_url
O2813839472025061,金山区博物馆活动表,文化休闲,上海市金山区人民政府,数据接口,无条件开放,每天,0.0324450772986167,0.947373938567984,0.9149288612693672,0.3363035957647552,0.3038585184661385,0.4916666666666666,0.5315800330033004,0.3763571129919014,1.0,0.9652987421383648,0.7749999999999999,0.8179524354786482,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O2813839472025061&&companyFlag=0
O2813839472025069,金山区博物馆活动场次表,文化休闲,上海市金山区人民政府,数据接口,无条件开放,每天,0.0324450772986167,0.9445434531921584,0.9120983758935416,0.3760352238180103,0.3435901465193936,0.4916666666666666,0.5662747524752475,0.3130972045672973,1.0,0.9652987421383648,0.7749999999999999,0.8265184864647392,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O2813839472025069&&companyFlag=0
O2813841502026180,徐汇区智慧健康驿站地址分布管理数据汇总,民生服务,上海市徐汇区人民政府,数据产品,无条件开放,每年,0.0022717438338381,0.8672816857112905,0.8650099418774523,0.2565258412831533,0.2542540974493152,0.8791666666666665,0.7904496699669966,0.1484190947978494,1.0,0.5732971698113208,0.675,0.5025,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026180&&companyFlag=0
O6774177612025002,公开募捐资格认定,民生服务,上海市民政局,数据接口,无条件开放,每年,0.0587876322213181,0.8875144145088584,0.8287267822875403,0.3109340601740224,0.2521464279527043,0.7124999999999999,0.506559405940594,0.6708041807988451,1.0,0.6149842767295598,0.485,0.791863773801906,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O6774177612025002&&companyFlag=0
O2813839472025067,金山区博物馆巡检地面文物记录表,文化休闲,上海市金山区人民政府,数据接口,无条件开放,每天,0.1434092758340114,0.9682356641157354,0.8248263882817239,0.3764545549847992,0.2330452791507878,0.5333333333333333,0.6502681518151816,0.3197622765272817,1.0,0.9652987421383648,0.7749999999999999,0.803099458001866,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O2813839472025067&&companyFlag=0
O2813839472025072,金山区博物馆地面文物巡查登记表,文化休闲,上海市金山区人民政府,数据接口,无条件开放,每天,0.0890968266883645,0.9081664744732152,0.8190696477848507,0.3749868959010378,0.2858900692126733,0.4916666666666666,0.6044760726072608,0.3463751722703672,1.0,0.9652987421383648,0.575,0.6191226335199949,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O2813839472025072&&companyFlag=0
O2813839472026010,金山区“宝宝屋”情况表,民生服务,上海市金山区人民政府,数据产品,无条件开放,不定期更新,0.1589138900908697,0.9168675961840864,0.7579537060932167,0.2927979872103994,0.1338840971195297,0.7958333333333333,0.5808787128712871,0.3203210860327059,1.0,0.472940251572327,0.975,0.7751598659416539,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813839472026010&&companyFlag=0
O2813839472025060,金山区博物馆文物展览表,文化休闲,上海市金山区人民政府,数据接口,无条件开放,每天,0.0121033360455655,0.760037739805011,0.7479344037594455,0.3341021071391131,0.3219987710935476,0.5333333333333333,0.5912747524752475,0.4547049355054137,0.42,0.9652987421383648,0.975,0.773634595396312,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O2813839472025060&&companyFlag=0
O2813839472025073,金山区公共文化资源表,文化休闲,上海市金山区人民政府,数据接口,无条件开放,每天,0.2303702196908055,0.972009644616836,0.7416394249260306,0.3223608344690219,0.0919906147782164,0.4916666666666666,0.5627887788778878,0.4633905716845528,1.0,0.9652987421383648,0.7749999999999999,0.8403764427211863,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O2813839472025073&&companyFlag=0
14241,浦东新区林长制工作,机构团体,上海市浦东新区人民政府,数据产品,有条件开放,每年,0.0817827780181739,0.8133976307789076,0.7316148527607337,0.1722402767585701,0.0904574987403962,0.4541666666666667,0.5107879537953796,0.4491947795890549,1.0,0.3981603773584906,0.975,0.5717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=14241&&companyFlag=0
14448,闵行区吴泾镇集体资产监管权限级别信息,机构团体,上海市闵行区人民政府,数据接口,无条件开放,每天,0.2676973148901546,0.9903553831638536,0.722658068273699,0.3789705419855331,0.1112732270953785,0.5791666666666667,0.7592409240924092,0.4336317761951289,1.0,0.9652987421383648,0.7749999999999999,0.805310256037321,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=14448&&companyFlag=0
O1928138412025030,徐汇区田林街道社区党建服务中心,民生服务,上海市徐汇区人民政府,数据产品,无条件开放,每年,0.174167027260926,0.8904497326763812,0.7162827054154551,0.3286508019708565,0.1544837747099305,0.8791666666666665,0.7938325082508251,0.2414209739419754,1.0,0.4113679245283019,0.7749999999999999,0.6530751181314588,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138412025030&&companyFlag=0
O1928138412025022,徐汇区枫林街道社区党建服务中心,民生服务,上海市徐汇区人民政府,数据产品,无条件开放,每年,0.1870402423193422,0.8939092148023902,0.7068689724830479,0.328021805220673,0.1409815629013308,0.8791666666666665,0.7938325082508251,0.2559616422079259,1.0,0.4113679245283019,0.7749999999999999,0.6530751181314588,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138412025022&&companyFlag=0
O1928138402025119,闵行区新虹街道业委会提议记录信息,民生服务,上海市闵行区人民政府,数据接口,无条件开放,不定期更新,0.2903783563873067,0.9943390292483488,0.7039606728610421,0.4064367334102107,0.116058377022904,0.8374999999999999,0.7307343234323432,0.5931101219411165,1.0,0.5752987421383647,0.975,0.9386486566218912,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138402025119&&companyFlag=0
O1928138382025963,青浦区华新镇管达人问题表,社会发展,上海市青浦区人民政府,数据接口,有条件开放,每天,0.2303702196908055,0.9337456756473425,0.7033754559565369,0.4594821260090156,0.2291119063182101,0.6875,0.6752062706270626,0.881356234439195,0.42,0.9652987421383648,0.975,0.817047843463087,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025963&&companyFlag=0
O9780654712025037,文化娱乐场所许可证,文化休闲,上海市文化和旅游局,数据接口,无条件开放,每天,0.2903783563873067,0.9932907013313764,0.7029123449440697,0.5043505608554356,0.2139722044681289,0.575,0.5434612211221121,0.584895058491452,1.0,0.9201729559748428,0.985,0.8239774706135341,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O9780654712025037&&companyFlag=0
O1928138412025031,徐汇区斜土街道社区党建服务中心,民生服务,上海市徐汇区人民政府,数据产品,无条件开放,每年,0.1870402423193422,0.8898207359261977,0.7027804936068555,0.3197924310724394,0.1327521887530972,0.8791666666666665,0.7938325082508251,0.2394701747988699,1.0,0.4113679245283019,0.7749999999999999,0.6530751181314588,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138412025031&&companyFlag=0
O1928138412025053,徐汇区康复辅助社区租赁点,民生服务,上海市徐汇区人民政府,数据产品,无条件开放,每年,0.1840112505408914,0.8811196142153266,0.6971083636744352,0.3204738442184715,0.1364625936775801,0.9208333333333332,0.801443894389439,0.2117432494281242,1.0,0.4069654088050315,0.675,0.7530751181314588,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138412025053&&companyFlag=0
O2813838802025006,嘉定区道路交通视频监控设备资产表,道路交通,上海市嘉定区人民政府,数据产品,有条件开放,每年,0.1108827347468628,0.8051158402348254,0.6942331054879626,0.251598700073383,0.1407159653265201,0.7625,0.699546204620462,0.4741908442087733,1.0,0.3999481132075472,0.475,0.6967778658010754,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813838802025006&&companyFlag=0
O9351158002025052,行政审批_出口国家重点保护野生植物或进出口中国参加的国际公约限制进出口野生植物或其制品审批（国家林草局委托范围内）行政许可文书,城市建设,上海市绿化和市容管理局,数据接口,无条件开放,每月,0.2798006509357201,0.9726386413670196,0.6928379904312996,0.3939616311982388,0.1141609802625187,0.6375,0.444059405940594,0.7024578723931202,1.0,0.8352987421383649,0.7849999999999999,0.8194555449888871,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O9351158002025052&&companyFlag=0
O2813841502026178,徐汇区接种门诊信息,卫生健康,上海市徐汇区人民政府,数据产品,无条件开放,每年,0.1066637819125919,0.7984065415662019,0.69174275965361,0.2992976202956284,0.1926338383830365,0.9208333333333332,0.7563325082508251,0.2649229055709322,1.0,0.5732971698113208,0.475,0.4024999999999999,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813841502026178&&companyFlag=0
O1928138402025009,闵行区江川路街道基层党建社区活动信息,文化休闲,上海市闵行区人民政府,数据接口,无条件开放,不定期更新,0.3001423921887713,0.9878393961631198,0.6876970039743484,0.4170248453716322,0.1168824531828609,0.5333333333333333,0.73003300330033,0.6458886095822265,1.0,0.5752987421383647,0.975,0.920900828051611,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138402025009&&companyFlag=0
O1928138382025966,长宁区人民政府重大行政决策事项目录,民生服务,上海市长宁区人民政府,数据产品,有条件开放,每年,0.0761575075724794,0.7624488940140476,0.6862913864415682,0.2019079568088898,0.1257504492364104,0.8374999999999999,0.7515470297029703,0.2612203662578439,1.0,0.4278773584905661,0.475,0.6530751181314588,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138382025966&&companyFlag=0
O1928138382025974,长宁区老年综合津贴发放情况,民生服务,上海市长宁区人民政府,数据产品,有条件开放,每年,0.0567935958459541,0.7405388405493238,0.6837452447033697,0.1505398888772408,0.0937462930312866,0.7958333333333333,0.6502268976897689,0.3632285569069184,1.0,0.4278773584905661,0.475,0.6751598659416539,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138382025974&&companyFlag=0
O1928138412025021,徐汇区漕河泾街道社区党建服务中心,民生服务,上海市徐汇区人民政府,数据产品,无条件开放,每年,0.2160320207702293,0.8959010378446378,0.6798690170744085,0.3150225390502149,0.0989905182799856,0.8791666666666665,0.8077145214521452,0.2504252206143297,1.0,0.4113679245283019,0.7749999999999999,0.6530751181314588,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138412025021&&companyFlag=0
O9351158002025015,绿化工程整改报告信息,城市建设,上海市绿化和市容管理局,数据接口,无条件开放,每月,0.2676973148901546,0.9472691057762868,0.6795717908861323,0.4027675857008072,0.1350702708106526,0.6375,0.3853135313531353,0.6467157434122248,1.0,0.8088836477987422,0.7849999999999999,0.8493469857002864,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O9351158002025015&&companyFlag=0
O1928138412025029,徐汇区天平街道社区党建服务中心,民生服务,上海市徐汇区人民政府,数据产品,无条件开放,每年,0.2160320207702293,0.8904497326763812,0.6744177119061519,0.3286508019708565,0.1126187812006272,0.8791666666666665,0.7938325082508251,0.2414209739419754,1.0,0.4113679245283019,0.7749999999999999,0.6530751181314588,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138412025029&&companyFlag=0
O1928138382025124,宝山区护士执业注册信息,卫生健康,上海市宝山区人民政府,数据产品,有条件开放,不定期更新,0.0567935958459541,0.7293217318377189,0.6725281359917648,0.1718209455917811,0.115027349745827,0.7541666666666665,0.6009282178217822,0.3466549773507978,1.0,0.3386635220125786,0.7749999999999999,0.4717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138382025124&&companyFlag=0
O9351158002025010,绿化工程监督隐患问题信息,城市建设,上海市绿化和市容管理局,数据接口,无条件开放,每月,0.2903783563873067,0.9533494076947268,0.6629710513074201,0.3959534542404864,0.1055750978531797,0.6375,0.4130775577557756,0.6421743304318854,1.0,0.8088836477987422,0.7849999999999999,0.8493469857002864,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O9351158002025010&&companyFlag=0
O9351158002025018,行政审批_上海市建设工程垃圾处置证(道路),城市建设,上海市绿化和市容管理局,数据接口,无条件开放,每月,0.3220097640358014,0.9816542614529824,0.6596444974171811,0.4106300450781004,0.088620281042299,0.6375,0.2325701320132013,0.8565736961627607,1.0,0.8352987421383649,0.985,0.8186503082775989,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O9351158002025018&&companyFlag=0
O5915184212025063,浦东新区穿堤建筑物,道路交通,上海市浦东新区人民政府,数据产品,有条件开放,每年,0.1078537429684119,0.7622392284306531,0.6543854854622411,0.2141733934374672,0.1063196504690553,0.7208333333333333,0.4699463696369637,0.2259681102134366,1.0,0.4003616352201258,0.975,0.5717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O5915184212025063&&companyFlag=0
O1928138392025607,金山区候车亭表,道路交通,上海市金山区人民政府,数据接口,无条件开放,每天,0.1998576078112286,0.8504036062480343,0.6505459984368057,0.3676486004822308,0.1677909926710022,0.7208333333333333,0.5149546204620462,0.350709462740798,1.0,0.9652987421383648,0.275,0.7112551633673841,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138392025607&&companyFlag=0
O5915184132025165,上海市2025年农村人居环境优化提升行动任务清单,民生服务,上海市大数据中心,数据产品,无条件开放,静态数据,0.1870402423193422,0.8296467134919803,0.642606471172638,0.2772827340392074,0.0902424917198652,0.7541666666666665,0.7779290429042904,0.3086708863824319,1.0,0.2462971698113207,0.7849999999999999,0.665717297572786,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O5915184132025165&&companyFlag=0
O1928138402025012,闵行区新虹街道政务上会处理信息,机构团体,上海市闵行区人民政府,数据接口,无条件开放,不定期更新,0.3220097640358014,0.9632036901142678,0.6411939260784663,0.4119928713701646,0.0899831073343632,0.5375000000000001,0.7029909240924092,0.7090392445972094,1.0,0.5752987421383647,0.7749999999999999,0.8194555449888871,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138402025012&&companyFlag=0
14354,徐汇区小区边界信息表,民生服务,上海市徐汇区人民政府,数据产品,有条件开放,每年,0.1793595845954132,0.8198972638641367,0.6405376792687235,0.3455288814341126,0.1661692968386993,0.7541666666666665,0.2434818481848184,0.4486372069521249,1.0,0.6215880503144655,0.7749999999999999,0.7542818533299858,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=14354&&companyFlag=0
O9351158002025062,装修垃圾车辆预警明细表,资源环境,上海市绿化和市容管理局,数据接口,有条件开放,每天,0.1642595606183889,0.796729216899046,0.6324696562806571,0.2692106090785197,0.1049510484601308,0.7208333333333333,0.6605816831683169,0.6771397312346512,0.42,0.9652987421383648,0.7849999999999999,0.5691226335199949,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O9351158002025062&&companyFlag=0
O1928138402025147,静安区彭浦新村街道安全生产感应器状态监管,城市建设,上海市静安区人民政府,数据产品,无条件开放,每年,0.2537862397230636,0.8837404340077576,0.629954194284694,0.368592095607506,0.1148058558844424,0.8041666666666666,0.8736386138613861,0.5388400871040155,0.8300000000000001,0.4080660377358491,0.675,0.7417607272592408,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138402025147&&companyFlag=0
14422,闵行区华漕镇微信扩展信息,民生服务,上海市闵行区人民政府,数据接口,无条件开放,每天,0.3703213995117982,0.9993710032498164,0.6290496037380183,0.4585386308837404,0.0882172313719422,0.7958333333333333,0.6432755775577559,0.6456996994348295,1.0,0.9652987421383648,0.975,0.9297079017470388,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=14422&&companyFlag=0
O8568746692026052,农产品质量安全移动监管日常执法信息,民生服务,上海市农业农村委员会,数据接口,有条件开放,每天,0.0324450772986167,0.6569871055666212,0.6245420282680044,0.1479190690848097,0.115473991786193,0.8791666666666665,0.7869430693069307,0.4349415565191952,0.42,0.9652987421383648,0.685,0.3525,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O8568746692026052&&companyFlag=0
14441,闵行区华漕镇市民积分兑换详情,民生服务,上海市闵行区人民政府,数据接口,无条件开放,每天,0.3106183889340927,0.9285040360624804,0.6178856471283876,0.4470070237970437,0.136388634862951,0.8374999999999999,0.696039603960396,0.736655982548633,0.42,0.9652987421383648,0.975,0.773634595396312,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=14441&&companyFlag=0
O9351158002025071,装修垃圾清运企业运输协议,资源环境,上海市绿化和市容管理局,数据接口,有条件开放,每月,0.1834825061025223,0.8002935318167523,0.61681102571423,0.2840968654995282,0.1006143593970059,0.7625,0.69253300330033,0.5153909940113539,0.42,0.8088836477987422,0.985,0.6945126080079802,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O9351158002025071&&companyFlag=0
14423,闵行区华漕镇上报案件信息,公共安全,上海市闵行区人民政府,数据接口,有条件开放,每天,0.2798006509357201,0.8940140475940874,0.6142133966583674,0.3814865289862669,0.1016858780505468,0.8,0.6648102310231023,0.5859620184166917,0.42,0.9652987421383648,0.975,0.7868375722163842,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=14423&&companyFlag=0
O2813839472026005,金山区宗教活动场所信息表,城市建设,上海市金山区人民政府,数据产品,无条件开放,不定期更新,0.1529640848117698,0.7667470384736346,0.6137829536618647,0.2557920117412727,0.1028279269295029,0.7208333333333333,0.5982260726072608,0.213727538193962,1.0,0.4236650943396226,0.7749999999999999,0.6446910064281653,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813839472026005&&companyFlag=0
O9351158002025059,装修垃圾场站进出场记录,资源环境,上海市绿化和市容管理局,数据接口,有条件开放,每天,0.2433889340927583,0.8569032393332634,0.6135143052405051,0.3391340811405808,0.0957451470478225,0.7208333333333333,0.6952351485148516,0.7759226802286467,0.42,0.9652987421383648,0.7849999999999999,0.6038084077259392,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O9351158002025059&&companyFlag=0
O1928138392025675,普陀区牙病防治机构,卫生健康,上海市普陀区人民政府,数据产品,无条件开放,每年,0.2077022933794894,0.8169095293007653,0.6092072359212759,0.2974630464409267,0.0897607530614373,0.8374999999999999,0.5919760726072607,0.2743058042923609,1.0,0.4388836477987421,0.675,0.7707344361146202,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138392025675&&companyFlag=0
O1928138402025033,闵行区莘庄镇楼宇信息,经济建设,上海市闵行区人民政府,数据接口,无条件开放,不定期更新,0.3764239218877135,0.985323409162386,0.6088994872746725,0.4701750707621344,0.0937511488744208,0.6833333333333335,0.6189768976897689,0.6599593537806335,1.0,0.5752987421383647,0.975,0.9318866411398864,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138402025033&&companyFlag=0
O5915184142025041,上海市医疗机构应用传统工艺配制中药制剂备案信息,卫生健康,上海市大数据中心,数据产品,无条件开放,不定期更新,0.225118996105582,0.8304853758255583,0.6053663797199762,0.3180626900094349,0.0929436939038529,0.8374999999999999,0.8937499999999999,0.3681896405318917,1.0,0.3018254716981132,0.485,0.6791185478179137,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O5915184142025041&&companyFlag=0
O8065471362025043,旅统基2-2表：旅行社组团、接待国内游客按省（市）分,文化休闲,上海市文化和旅游局,数据接口,有条件开放,每天,0.0587876322213181,0.6631722402767586,0.6043846080554405,0.3503511898521858,0.2915635576308676,0.4499999999999999,0.8396039603960396,0.8793558729263613,0.42,0.9652987421383648,0.285,0.65,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O8065471362025043&&companyFlag=0
O1928138402025114,闵行区新虹街道政务工作提醒信息,民生服务,上海市闵行区人民政府,数据接口,无条件开放,不定期更新,0.3001423921887713,0.9014571758045916,0.6013147836158204,0.4167103469965405,0.1165679548077692,0.7958333333333333,0.6918523102310231,0.4529850069484485,1.0,0.5752987421383647,0.575,0.7179524354786482,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138402025114&&companyFlag=0
O1928138402025030,闵行区文化活动社团信息,文化休闲,上海市闵行区人民政府,数据接口,无条件开放,不定期更新,0.3703213995117982,0.969808155991194,0.5994867564793959,0.4802390187650697,0.1099176192532714,0.4916666666666666,0.569740099009901,0.6856715980600342,1.0,0.5752987421383647,0.975,0.8856460586770026,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138402025030&&companyFlag=0
O6344680882025003,消防技术服务机构监督检查信息公开基本信息,公共安全,上海市消防救援总队,数据产品,无条件开放,不定期更新,0.2953266983989615,0.8934898836356012,0.5981631852366398,0.4532969912988783,0.1579702928999168,0.7166666666666667,0.7120049504950495,0.2338389959748649,1.0,0.3452672955974842,0.985,0.7599254361849097,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O6344680882025003&&companyFlag=0
O2813839472025014,金山区第九届“明天的导师”工程-小学科方面教师,教育科技,上海市金山区人民政府,数据产品,无条件开放,不定期更新,0.1589138900908697,0.7563685920956075,0.5974547020047377,0.2504455393647133,0.0915316492738436,0.6833333333333335,0.7682549504950495,0.3580403537477563,1.0,0.3592783018867924,0.575,0.5599254361849098,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813839472025014&&companyFlag=0
O1928138402025115,闵行区新虹街道政务工作安排信息,民生服务,上海市闵行区人民政府,数据接口,无条件开放,不定期更新,0.3533360455655004,0.9493657616102316,0.5960297160447312,0.4798196875982807,0.1264836420327803,0.8374999999999999,0.7549711221122112,0.6102491937374925,0.91,0.5752987421383647,0.7749999999999999,0.7530994580018661,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138402025115&&companyFlag=0
1113,可视化监管平台-建设项目审批基本信息表,资源环境,上海市生态环境局,数据产品,有条件开放,每月,0.3489831241886629,0.943914456441975,0.5949313322533121,0.7070971799979033,0.3581140558092404,0.7208333333333333,0.6053011551155116,0.7330242731657611,0.8300000000000001,0.6030660377358491,0.985,0.7532042006265679,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=1113&&companyFlag=0
O2813839472026002,金山区管（灯杆、控制箱）明细,城市建设,上海市金山区人民政府,数据产品,无条件开放,不定期更新,0.1339247079186499,0.7274347415871685,0.5935100336685185,0.2413250864870531,0.1074003785684032,0.6791666666666666,0.6079207920792079,0.3692558820960085,1.0,0.472940251572327,0.575,0.565717297572786,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O2813839472026002&&companyFlag=0
O1928138382025955,青浦区医保费用预算信息,卫生健康,上海市青浦区人民政府,数据接口,无条件开放,每天,0.4029698942229455,0.9964356850822936,0.5934657908593483,0.5199706468183247,0.1170007525953792,0.8791666666666665,0.7590965346534654,0.4559110660132882,1.0,0.9652987421383648,0.7749999999999999,0.7339226916544282,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025955&&companyFlag=0
O5485687442025017,药品监管法律法规信息,卫生健康,上海市药品监督管理局,数据接口,无条件开放,每月,0.3335028478437754,0.9251493867281686,0.5916465388843932,0.4743683824300241,0.1408655345862487,0.7541666666666665,0.5489273927392739,0.5443888733176987,1.0,0.8352987421383649,0.485,0.7516910742333481,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O5485687442025017&&companyFlag=0
O1928138402025148,静安区彭浦新村街道居民区社区微网格服务上报处理,城市建设,上海市静安区人民政府,数据产品,无条件开放,每年,0.2613587191691908,0.8517664325400985,0.5904077133709077,0.3634552888143411,0.1020965696451503,0.7208333333333333,0.823700495049505,0.5319032583645921,0.8300000000000001,0.4080660377358491,0.675,0.7417607272592408,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138402025148&&companyFlag=0
O1928138382025503,长宁区司法所撒点信息,机构团体,上海市长宁区人民政府,数据接口,无条件开放,每月,0.3220097640358014,0.9121501205577104,0.590140356521909,0.4931334521438306,0.1711236881080292,0.4541666666666667,0.5316006600660066,0.3205408638618197,1.0,0.8352987421383649,0.7749999999999999,0.7781776855456879,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025503&&companyFlag=0
O5915184132025025,2024年度上海市美丽乡村示范村名单,民生服务,上海市大数据中心,数据产品,无条件开放,静态数据,0.1529640848117698,0.7387566830904707,0.5857925982787009,0.2780165635810881,0.1250524787693183,0.7958333333333333,0.6988448844884488,0.2095270256728261,1.0,0.2423349056603773,0.7849999999999999,0.6446910064281653,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O5915184132025025&&companyFlag=0
O1928138382025932,青浦区朱家角镇社区事务受理服务中心信息表,民生服务,上海市青浦区人民政府,数据接口,有条件开放,每天,0.3106183889340927,0.8954817066778489,0.5848633177437561,0.4559178110913093,0.1452994221572166,0.8791666666666665,0.8701732673267326,0.3628064339108103,0.42,0.9652987421383648,0.975,0.6664377253848532,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025932&&companyFlag=0
O5915184142025217,长护险护理机构信息,卫生健康,上海市大数据中心,数据产品,无条件开放,不定期更新,0.2971657291215924,0.8816437781738128,0.5844780490522203,0.4435475416710347,0.1463818125494423,0.8791666666666665,0.6689562706270626,0.4601048201837162,1.0,0.3463679245283019,0.685,0.7791185478179137,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O5915184142025217&&companyFlag=0
13862,闵行区道路公厕小压缩站信息,城市建设,上海市闵行区人民政府,数据接口,无条件开放,每天,0.4192432872253865,0.9987420064996332,0.5794987192742466,0.6311982388090995,0.211954951583713,0.8041666666666666,0.7002268976897689,0.4129594394267181,1.0,0.9652987421383648,0.975,0.9007503977060424,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=13862&&companyFlag=0
O1928138412025001,上海市邮政公司徐汇区分公司邮政网点情况表,民生服务,上海市徐汇区人民政府,数据产品,无条件开放,每年,0.3264820424058849,0.9053359890973895,0.5788539466915048,0.4237341440402558,0.0972521016343708,0.8374999999999999,0.7931930693069307,0.1729984915562171,1.0,0.4113679245283019,0.975,0.5717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138412025001&&companyFlag=0
O1928138382025730,长宁区青年中心,民生服务,上海市长宁区人民政府,数据接口,无条件开放,每年,0.3764239218877135,0.954292902820002,0.5778689809322886,0.5048747248139218,0.1284508029262083,0.7958333333333333,0.5184199669966997,0.3878228235661464,1.0,0.6402987421383648,0.975,0.8926680765959939,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025730&&companyFlag=0
O5485687442025012,定制式医疗器械备案信息表,卫生健康,上海市药品监督管理局,数据接口,有条件开放,每月,0.2555939788445891,0.8326868644512003,0.5770928856066112,0.365132613481497,0.1095386346369078,0.7958333333333333,0.3343646864686468,0.3982587253597675,1.0,0.8352987421383649,0.485,0.7445126080079801,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O5485687442025012&&companyFlag=0
O1928138382025887,青浦区年老退休时一次性计划生育奖励费,民生服务,上海市青浦区人民政府,数据接口,有条件开放,每天,0.2555939788445891,0.8311143725757417,0.5755203937311526,0.4614739490512632,0.2058799702066741,0.8374999999999999,0.8278052805280527,0.4336917854003215,0.42,0.9652987421383648,0.7749999999999999,0.6573981668762109,https://data.sh.gov.cn/view/detail/index.html?type=jk&&id=O1928138382025887&&companyFlag=0
O1928138412025003,徐汇区临床检验中心,民生服务,上海市徐汇区人民政府,数据产品,无条件开放,每年,0.2925140631761142,0.8663381905860154,0.5738241274099012,0.4558129782996121,0.1632989151234978,0.8374999999999999,0.6578176567656766,0.1900341928820934,1.0,0.6215880503144655,0.7749999999999999,0.4717261344435873,https://data.sh.gov.cn/view/detail/index.html?type=cp&&id=O1928138412025003&&companyFlag=0
